x,y
-0.567620,0.014594
-0.712000,-0.585803
0.414112,-0.019107
0.860363,0.124526
-0.502983,0.357583
-0.101423,-0.614335
-0.145024,0.586135
-0.140174,0.101951
-0.516479,-0.470524
-0.097020,-0.622697
0.333333,0.329175
0.442922,0.188372
-0.029437,-0.743659
-0.673648,0.003627
-0.300159,-0.767437
-0.316566,-0.519587
-0.702648,0.594051
0.219297,-0.270706
0.243030,0.611818
-0.571901,0.057077
-0.974824,0.135988
-0.448942,0.632342
-0.232603,0.649532
0.685442,0.216643
0.598215,0.191374
0.427228,0.428802
-0.395052,0.359774
0.716933,-0.506869
-0.953766,0.058086
0.258946,0.100104
0.453406,0.402441
-0.168144,-0.004149
0.266166,-0.556126
-0.804159,0.497097
0.711960,-0.092571
0.153487,-0.339010
0.263502,0.676870
0.153831,-0.569176
-0.132945,-0.411448
0.790589,-0.578738
-0.852009,0.290964
0.225805,-0.889463
0.791666,-0.472449
-0.442215,-0.307349
0.431317,-0.846926
-0.277470,0.568961
0.534083,0.338024
-0.830736,-0.180625
0.231091,-0.045286
-0.386094,0.921650
0.168464,-0.618916
-0.122653,0.569423
0.286994,-0.487512
0.915213,-0.009881
-0.072589,-0.011576
0.140897,0.051650
0.262953,-0.556477
-0.708638,-0.082563
0.366315,0.653801
0.435497,-0.593788
0.205513,0.053064
-0.150810,-0.669432
0.860726,0.217307
0.280660,-0.954372
-0.127182,0.455305
0.311378,-0.662879
-0.055869,-0.991826
0.384133,0.122292
-0.640556,0.167685
0.282137,-0.129442
0.475297,0.313095
0.183834,-0.296497
-0.328551,0.035632
-0.366155,0.038454
0.300548,-0.686588
0.522569,0.811071
-0.327011,-0.076680
-0.755852,0.387708
0.206158,0.902024
0.320340,-0.038173
0.425499,-0.641589
0.216529,-0.791146
-0.788111,0.217950
0.011177,-0.152557
-0.029665,-0.574604
0.631359,-0.756745
-0.607162,-0.566732
0.602332,-0.604863
0.060501,0.840095
-0.528496,-0.430844
0.554215,0.692050
0.330381,0.708773
0.346199,0.571225
0.584748,-0.140541
-0.072601,-0.202133
0.755373,-0.449400
0.927485,0.234953
0.855569,-0.444534
0.723359,-0.512146
0.360322,-0.065060
0.541535,-0.426810
-0.704810,0.261009
0.374391,0.382062
-0.681275,-0.185993
0.012886,0.574178
0.210942,-0.705855
0.692484,0.584780
-0.053739,0.802684
0.718153,0.000566
-0.487494,0.683834
-0.800375,0.092295
-0.790658,-0.589692
0.061399,-0.062479
-0.084429,0.993515
0.013175,-0.570264
-0.429917,0.392088
-0.179169,0.706543
0.868800,-0.070304
0.405253,-0.914170
-0.462276,0.524461
0.623900,-0.105784
0.082717,0.225293
0.506289,-0.800316
-0.346022,0.410934
0.574046,-0.007490
0.118869,-0.169724
-0.547014,0.329963
-0.315769,0.867527
0.525500,0.076140
-0.308946,-0.452371
0.420134,-0.811881
0.712306,-0.270347
0.270994,0.594699
-0.377314,0.487967
-0.731492,-0.179244
-0.546834,-0.644895
-0.751443,0.503926
-0.521708,-0.338048
0.423264,-0.202777
-0.066586,0.884818
-0.238566,0.426816
-0.501980,-0.772584
-0.820627,-0.275079
0.742873,-0.531785
0.286439,0.176647
0.898563,0.140473
0.932346,-0.064373
0.082815,-0.122920
0.082628,0.725354
-0.973884,-0.071526
-0.133911,-0.634635
-0.312000,0.216148
0.793329,-0.522261
0.355976,0.890121
0.266446,0.159450
-0.129896,0.838247
0.318270,-0.828670
0.697219,0.152753
-0.683088,-0.660545
0.227280,-0.097545
0.567754,0.242092
0.599527,0.255412
-0.333896,0.206913
-0.408629,0.165449
0.695810,0.486094
-0.219073,0.046929
-0.129171,-0.983734
0.931146,-0.220843
0.297115,-0.383599
0.848465,0.147157
-0.724068,0.589377
-0.342157,-0.638825
-0.739008,-0.510336
-0.593515,0.801376
0.725320,0.451332
-0.469763,0.700017
-0.817624,0.196550
-0.584415,-0.257375
0.295203,-0.530661
-0.817748,0.113155
-0.206694,0.094646
0.712784,-0.234795
-0.198861,-0.264054
0.036892,0.051328
0.636172,0.141773
-0.501605,-0.473233
0.366596,-0.618508
0.730257,-0.575599
-0.091996,-0.176298
0.027974,0.155774
0.087696,-0.087418
0.759526,-0.646138
0.355329,0.013925
0.043793,0.021670
0.202872,-0.332843
-0.091765,-0.290145
-0.474655,0.466289
-0.604169,-0.271416
0.319228,-0.733006
0.374037,0.436495
0.165677,0.540420
0.846066,-0.171808
0.420435,0.251921
0.028915,-0.025991
-0.360937,-0.275312
0.838939,0.051809
0.230975,-0.004712
0.808249,0.236113
0.343338,0.489472
0.554099,0.737445
0.240220,-0.625674
0.294533,0.222298
0.165251,-0.633496
0.837169,0.299287
0.115410,-0.311978
0.594114,-0.720731
0.681169,0.405447
0.351085,0.681391
0.132145,0.962740
0.778871,0.482763
-0.188245,0.173674
-0.875083,0.473423
-0.592894,-0.771349
-0.059554,-0.932170
0.199260,0.961893
0.528352,0.005827
-0.057520,-0.741768
-0.888211,-0.157404
0.503983,0.439527
-0.866908,-0.131064
-0.793574,0.405513
-0.591704,-0.776822
-0.053767,0.343183
-0.128464,0.900889
-0.332123,0.008788
-0.295915,0.559729
-0.639841,0.194091
0.087362,0.300120
0.117817,0.153999
0.255424,0.907098
-0.405825,-0.707599
-0.620618,-0.729989
-0.930688,-0.066959
-0.266214,-0.260024
-0.219464,-0.531306
0.334983,0.059520
0.344644,0.432342
0.201595,0.205531
0.354833,-0.316775
-0.039419,-0.507488
0.766121,0.200060
0.410225,0.645078
-0.167253,0.975569
0.381898,0.564188
0.300243,0.186107
-0.091653,-0.414869
0.074490,-0.045802
0.206467,0.089076
0.138833,-0.630718
-0.477411,0.147002
0.669469,-0.229435
-0.116240,0.355839
0.591313,0.198086
-0.769417,0.401455
-0.751329,0.418083
0.727441,0.100444
0.155230,0.942615
0.509310,-0.030518
-0.243241,-0.157726
-0.960670,0.025134
0.428789,0.664984
0.379823,-0.317173
-0.781923,0.219174
-0.340702,-0.186556
0.560150,0.444432
-0.773465,0.365778
-0.369721,0.101129
-0.328487,-0.885190
0.607948,-0.210116
0.581679,0.281306
-0.083952,-0.979416
-0.674010,-0.087464
-0.003467,-0.265104
0.392468,0.212564
0.565817,-0.309405
-0.176763,-0.854090
-0.698370,0.499429
-0.092190,0.564176
0.104787,-0.838614
-0.578970,-0.743264
-0.034226,0.770821
-0.817755,-0.013241
-0.486846,-0.425679
-0.389721,-0.034606
0.371715,-0.585626
-0.615249,-0.483938
0.296587,0.736367
0.127904,-0.319565
-0.003741,-0.871721
0.180867,-0.170881
0.008246,0.590716
0.171552,-0.723639
-0.200126,0.474361
0.589355,-0.703266
0.207630,-0.368574
0.014444,0.767893
-0.016660,-0.010845
-0.278887,0.744382
0.828610,0.441307
-0.624296,-0.537379
0.275027,0.376332
0.420207,0.411005
-0.245221,0.572456
-0.728593,0.541079
-0.084975,-0.173433
-0.742937,-0.545421
-0.884523,-0.181983
-0.036834,0.937486
0.335284,-0.875786
-0.456735,-0.336782
-0.302238,0.282111
-0.563210,0.124927
-0.356283,-0.041077
-0.387864,-0.824674
-0.289030,0.273381
0.711635,0.443277
0.152864,-0.818017
-0.416403,-0.490809
-0.470051,-0.141704
-0.819328,-0.446662
0.946254,-0.306126
0.948285,-0.180228
0.899722,-0.379068
-0.989943,0.030996
0.953183,0.152378
0.591387,-0.560151
-0.457799,-0.235705
0.513203,-0.600960
-0.332219,0.387431
-0.453333,0.827551
-0.811432,0.255157
-0.333057,0.315713
0.182039,-0.474492
-0.786468,-0.163075
-0.184670,0.248650
-0.943644,0.182411
-0.221943,-0.195218
0.607846,0.060961
0.568900,-0.490420
-0.484595,-0.589833
-0.678613,0.543523
0.121715,-0.342046
-0.759119,-0.519203
-0.246473,-0.464527
0.695314,0.148021
-0.210880,-0.262442
-0.855100,0.331213
0.694980,0.528954
0.129518,0.806803
-0.055717,-0.431163
-0.556191,0.094029
0.344207,-0.916510
0.224556,0.116270
0.148821,-0.771658
0.744300,-0.552776
-0.504452,-0.322418
-0.887141,-0.172768
0.290398,0.712087
0.038346,0.473216
0.338155,-0.635862
0.549611,-0.687373
-0.676243,0.382106
0.054952,-0.426263
-0.194455,-0.207912
-0.375035,0.784803
0.179532,-0.611304
-0.187092,-0.459928
-0.013310,0.300805
-0.371738,0.199003
0.648514,-0.418979
0.222185,0.260672
-0.044917,-0.922884
-0.905807,0.098580
-0.849552,-0.413481
0.629582,-0.608693
-0.298645,0.676136
-0.178086,0.916501
-0.371864,0.079482
-0.152195,0.058875
-0.489242,-0.697029
-0.468090,0.810519
0.400620,-0.786560
0.282624,0.057410
-0.259166,0.199870
-0.784280,0.603016
-0.286931,-0.444814
0.005154,0.616894
0.135784,0.116409
0.484788,-0.161880
-0.712763,0.586700
0.663967,-0.698238
0.707639,-0.705265
0.605833,0.239510
-0.562578,0.755453
0.895201,-0.354361
0.251727,0.782834
-0.058902,0.034139
-0.225351,0.519829
0.764111,0.414954
0.140235,0.922067
-0.425637,0.311960
0.150602,-0.835811
0.520872,0.293409
-0.667145,-0.704851
-0.437354,-0.609837
0.474689,0.105819
0.495933,-0.847389
-0.071187,-0.443530
-0.402708,-0.305549
0.636766,0.130772
-0.114984,-0.538556
0.490732,-0.261391
0.800845,-0.206399
-0.424639,-0.903045
0.528500,0.500044
0.246334,0.140784
0.156933,-0.435445
-0.517090,-0.723553
-0.754831,-0.442302
0.224205,0.216596
0.333363,0.824365
-0.318290,0.504987
-0.688010,0.610584
0.091579,-0.823967
-0.411247,0.176010
0.196128,0.319792
-0.590070,0.693123
-0.677332,0.086872
0.059877,0.348361
0.911155,-0.212776
-0.127363,-0.591845
0.311641,-0.256352
-0.501311,0.469119
0.479809,0.142458
0.288566,-0.065173
0.634170,0.498842
0.031496,-0.653740
0.591760,-0.282292
-0.473343,0.528652
0.027420,0.849970
-0.924135,0.060027
0.876091,0.459819
0.171765,0.857645
0.439426,-0.575045
0.179620,0.871449
0.436098,-0.498006
0.006084,0.250536
-0.357687,0.360885
-0.332205,0.630205
-0.151145,-0.295355
-0.025979,-0.623710
-0.697473,-0.420848
-0.159425,0.550156
0.477900,0.070544
-0.359599,0.216844
0.499057,-0.346367
0.613066,-0.197864
0.502564,0.597338
-0.532406,-0.139756
-0.061474,0.811872
-0.864889,-0.190370
0.447645,-0.437671
0.065696,0.160509
-0.329398,-0.196417
-0.025011,-0.362346
0.046447,0.627028
0.463406,0.461105
-0.206684,0.254210
0.760028,-0.205618
0.176783,-0.803036
-0.631132,0.569736
-0.445531,-0.031505
0.497166,-0.136750
-0.357784,0.718803
0.449016,0.605054
0.652316,-0.519804
-0.352741,-0.525734
-0.013289,0.646167
0.127777,-0.449339
-0.038464,-0.466326
0.453159,0.245497
0.061834,-0.748612
0.083195,0.256792
-0.100141,0.937373
0.433054,0.338654
-0.239420,0.066540
0.335144,0.757144
-0.684388,-0.502783
-0.271834,-0.722203
-0.070225,-0.267974
0.160902,0.285574
-0.353274,0.522590
-0.052439,0.654361
-0.148159,-0.114757
-0.717456,-0.288811
-0.052514,-0.610646
0.872992,0.374596
-0.172880,0.411537
0.698363,-0.620143
-0.324422,-0.563256
-0.775167,-0.238584
0.114528,0.877198
-0.936150,0.121809
-0.753386,-0.166580
0.293939,0.226506
-0.359423,-0.819732
0.756386,0.586461
0.650918,-0.014487
0.522631,-0.146910
0.840012,0.083231
-0.273526,0.843893
-0.692950,-0.407988
0.555030,0.389244
0.031972,-0.653923
-0.479636,0.765054
0.262804,0.953579
0.807140,-0.404609
-0.255856,-0.177247
-0.419215,0.254372
-0.767161,0.333362
0.815709,-0.378940
-0.851168,0.414664
0.579239,-0.732797
-0.125792,-0.181590
0.022712,-0.278380
-0.727881,0.507175
0.090055,-0.438484
0.401904,0.808474
0.029162,0.132362
0.608874,-0.659465
0.379057,0.809874
-0.452426,0.079564
-0.351640,-0.018108
-0.345720,-0.511223
-0.130553,-0.207186
-0.171738,-0.392884
0.800586,-0.558502
-0.741088,0.527191
0.492701,0.826041
-0.733752,-0.164229
-0.203151,-0.363166
0.261972,0.962301
-0.612102,0.404850
0.316803,0.504759
-0.518705,0.124800
-0.489422,0.282462
-0.663271,0.412670
-0.261725,-0.804526
0.325128,0.433777
0.483082,-0.844349
0.133625,-0.166999
0.177733,-0.833236
-0.195972,0.296939
0.652461,-0.090359
-0.210783,-0.634619
-0.047469,0.193387
0.253219,-0.147802
-0.111399,-0.289381
0.374474,-0.213120
0.088621,-0.541870
0.946969,-0.291334
-0.094554,0.835256
0.146214,-0.579619
0.342849,0.257133
-0.362191,0.655977
-0.622211,0.497504
-0.448670,-0.797966
0.577290,0.507477
-0.840930,0.482292
-0.120595,-0.839481
0.844558,0.494000
-0.207625,0.443488
-0.292869,-0.246910
0.184618,0.880103
-0.106008,0.321912
0.371957,-0.519185
0.051790,0.440579
-0.451462,0.272149
0.015224,-0.134427
0.681006,-0.324782
-0.606309,-0.235257
0.033624,-0.888031
-0.152766,0.461367
0.195006,-0.526058
0.539307,0.136410
0.644159,0.382038
-0.105154,0.678885
0.025887,-0.914359
0.365195,-0.159491
-0.571926,-0.357861
-0.575709,0.053687
0.312482,-0.117405
0.772917,0.420879
-0.282161,-0.287313
-0.862515,-0.296502
0.696641,0.441105
-0.345941,-0.237593
0.782378,-0.569243
-0.236801,0.088380
-0.835843,-0.018115
-0.450984,0.305526
0.108919,0.606060
0.050497,0.711056
0.389759,0.675836
-0.697244,-0.578304
0.447396,-0.623244
-0.254551,-0.246054
0.408949,-0.797373
0.546926,0.181978
0.490317,0.757942
0.723013,-0.328688
-0.260750,-0.429304
0.680789,0.027880
0.575207,-0.494770
0.395343,0.530784
-0.604675,-0.766235
-0.111400,-0.305769
-0.324755,-0.156465
0.293730,0.716333
-0.595748,-0.738008
0.304509,-0.122315
0.247563,0.793821
-0.247785,-0.528283
-0.482193,-0.216395
-0.958992,0.219144
-0.844768,-0.009339
0.162470,0.627552
-0.729017,-0.595177
0.865965,0.270473
-0.163290,-0.416050
-0.668388,0.410654
-0.131183,-0.788797
0.687955,0.453664
0.724319,-0.370776
0.366873,0.042016
0.167718,0.837715
-0.524937,-0.614091
-0.821778,0.372485
0.360300,-0.435294
0.014929,0.907818
-0.298573,-0.117022
0.395779,-0.146975
-0.207745,0.432784
-0.192172,0.167344
0.544625,-0.481929
0.213596,-0.098618
0.522087,0.724006
0.361123,-0.612157
-0.523670,0.673618
-0.510666,-0.770356
0.619753,0.192712
0.687081,-0.226899
0.509000,0.766746
0.467269,-0.606577
-0.741274,-0.584824
0.858926,-0.029434
-0.703009,0.533624
-0.073126,0.973855
-0.417701,-0.293226
-0.254055,0.092253
0.503842,0.067934
-0.236698,-0.189428
0.291550,0.080629
-0.482033,0.473324
-0.841190,0.122644
-0.719329,0.238212
-0.376829,0.635468
0.315175,-0.859468
0.768219,-0.545167
-0.361889,-0.268043
-0.192046,0.285989
0.613102,0.412421
-0.443792,-0.810847
0.087582,-0.016118
0.617751,0.534628
-0.502494,0.578088
-0.070269,0.991886
0.632278,0.690254
0.198986,0.358970
-0.790989,-0.152315
0.040392,0.862893
0.645534,-0.507539
-0.201949,-0.155638
0.200202,0.792102
0.556718,0.762932
0.602955,-0.141258
-0.125961,0.976499
0.021082,0.317025
0.236215,0.067926
-0.369684,0.720476
0.344788,0.857984
0.135848,-0.795945
0.554282,-0.179044
0.813370,0.315217
-0.139990,-0.813834
-0.104928,0.474847
0.746968,0.290222
-0.230519,-0.328467
-0.549455,-0.684016
-0.253004,-0.244962
-0.047969,-0.218160
-0.615344,-0.079938
0.486313,-0.533134
-0.390216,-0.355289
0.656873,0.060029
-0.187238,-0.916375
0.484201,-0.030462
0.028655,-0.388269
0.366620,-0.218581
0.311231,0.856365
0.929745,0.229534
-0.222785,-0.354137
0.015006,0.202112
0.936139,-0.316952
0.990177,-0.096524
-0.276328,-0.244804
-0.419813,0.206911
-0.453428,-0.756851
-0.389054,-0.827261
0.221260,0.724547
-0.421798,0.834129
-0.786587,-0.169067
0.485505,-0.111603
0.282716,-0.387506
-0.810610,0.082740
0.604747,-0.015591
-0.031875,0.274169
-0.041312,-0.328832
-0.677893,0.650979
-0.454999,0.836369
0.853804,-0.121562
0.082878,0.929914
-0.927960,-0.224283
0.476463,-0.091680
-0.868329,-0.004683
-0.714828,-0.114154
-0.579538,-0.288789
0.324012,-0.327658
-0.954957,0.032442
-0.741088,0.537991
0.014849,-0.438615
0.203430,-0.945442
-0.039474,0.558404
-0.904719,0.391341
-0.735905,-0.362283
-0.809192,-0.098144
0.496845,0.468612
-0.039774,-0.473732
-0.019437,-0.673882
0.071472,-0.778456
0.485445,0.865960
0.186073,-0.666797
-0.223355,0.075747
0.498931,-0.458766
-0.488256,-0.119167
-0.837243,0.457823
0.631531,0.141970
0.095735,-0.978708
0.500959,-0.385009
-0.841564,-0.160662
-0.254086,-0.427449
-0.131442,0.852119
-0.440059,-0.065061
0.525741,0.129934
-0.206972,-0.586055
0.170905,0.401371
-0.165961,0.699801
-0.445756,0.171798
-0.588467,-0.368232
0.325362,0.359155
0.667227,0.091715
0.163288,0.379720
-0.052279,-0.658439
-0.385525,0.483830
-0.277360,0.407689
0.022030,0.252420
0.431258,0.154132
0.502327,0.616847
-0.343361,-0.861350
-0.703640,-0.079935
0.540112,-0.342379
-0.359231,0.405718
0.295187,-0.784001
-0.703745,0.162592
0.677482,0.437680
0.084445,-0.739581
-0.138101,0.940548
-0.207903,-0.226303
0.528929,-0.296925
-0.424197,0.521488
0.640449,0.022577
0.569756,-0.112378
-0.317934,0.477978
-0.626553,-0.474780
0.368462,0.738419
0.612249,0.062569
-0.398335,-0.814830
-0.247904,-0.526308
0.342558,-0.634802
0.074493,0.010892
-0.933796,-0.305970
-0.444407,0.844665
0.279179,0.160482
-0.415193,-0.140386
0.535959,-0.131193
0.378783,0.207593
-0.985668,-0.118943
0.615255,0.595917
-0.418625,0.163150
0.069501,0.097265
0.740134,-0.566067
0.119621,0.474183
-0.410304,0.019446
0.822160,0.043463
0.942120,0.214671
-0.025904,0.634770
-0.245387,-0.218928
0.477737,-0.675556
-0.075627,0.932603
0.258068,-0.649096
-0.191561,0.433051
0.293653,-0.581702
-0.654471,0.300291
-0.676537,-0.554376
0.595080,-0.483237
0.234834,0.857090
0.259367,-0.819285
0.268793,-0.395305
0.110008,0.908745
0.251568,0.107014
0.378294,-0.018798
0.066761,0.059634
0.275143,0.332392
0.508498,0.328778
-0.235022,-0.007814
0.662136,0.527476
-0.712176,0.450383
-0.420107,-0.732201
-0.109996,-0.697213
-0.066209,-0.772051
0.144197,-0.474122
-0.562344,0.682928
-0.022726,0.042055
-0.093495,0.632294
0.971847,-0.166633
-0.595560,0.430733
-0.675828,-0.639465
0.512976,-0.407095
-0.052425,0.895930
-0.102791,0.399118
-0.022484,0.104739
0.341731,-0.531522
0.711343,-0.462542
0.058046,-0.413339
-0.995897,-0.043770
0.356109,-0.873838
0.377336,-0.116497
0.041068,0.230256
-0.083304,-0.090948
-0.569738,0.421738
0.156629,0.462655
-0.159651,0.745383
-0.354730,0.054370
-0.203933,0.489911
-0.071458,-0.992450
-0.111310,-0.786968
-0.579412,-0.170629
0.237146,-0.280838
-0.048653,0.288645
-0.772441,-0.409182
0.885128,0.343537
-0.170437,-0.537904
-0.556780,0.191621
0.579305,0.382319
-0.358662,-0.024073
-0.589191,-0.536859
0.092644,-0.927987
-0.487313,-0.263193
0.512326,0.661220
0.400542,-0.091686
0.397962,0.551919
0.106922,-0.960330
-0.264465,-0.865621
-0.490151,0.027479
-0.161137,-0.225932
0.760002,-0.645366
0.735256,-0.555800
0.675708,0.625599
0.446454,-0.443201
-0.037117,0.174327
-0.088731,0.702704
0.351672,0.543946
0.106629,0.121611
-0.084383,-0.227667
-0.398451,-0.773442
0.887381,0.210392
0.054505,0.073634
-0.435286,0.144565
-0.300259,-0.452016
0.963763,-0.031558
-0.391644,-0.357198
0.568195,-0.342079
0.685913,0.136240
-0.219869,0.654618
0.170509,-0.247882
-0.144616,-0.559515
0.236762,-0.742038
0.562665,0.714011
0.376825,-0.701554
0.240984,0.215645
0.340412,-0.699572
0.294107,-0.936764
-0.184924,-0.023499
0.265145,0.283965
0.598465,0.402180
-0.559692,-0.750908
-0.503435,0.764549
-0.221950,-0.319454
0.942820,-0.020230
-0.004349,0.913834
-0.783111,0.259021
0.105896,-0.200381
0.191208,-0.359037
-0.339154,-0.167368
0.699849,0.363114
0.040203,-0.315661
0.677484,0.480537
-0.569978,0.373940
-0.007882,-0.469807
-0.045899,0.578864
0.762762,-0.266928
-0.258944,-0.063978
0.725024,-0.528274
0.449439,-0.285926
0.443692,-0.864888
-0.169552,0.338161
-0.527514,0.075047
-0.678640,0.102037
-0.332227,0.258092
-0.246820,-0.306004
-0.125166,0.329944
0.595105,-0.078395
0.421539,0.809197
0.172213,0.376782
0.580157,0.704622
0.582867,0.249176
-0.095871,0.704209
-0.360359,-0.551877
0.597702,-0.429528
0.922833,0.054298
0.590070,-0.694015
-0.317976,-0.225879
-0.345992,0.916173
0.127497,0.849690
0.582218,-0.657793
0.474893,-0.473698
0.560090,-0.563745
0.833840,0.355789
-0.254185,-0.092243
-0.323585,-0.489597
-0.661521,-0.180734
0.405914,0.199681
0.036852,-0.626545
-0.338961,-0.924763
-0.486819,0.026638
-0.294793,-0.580615
-0.402561,0.164093
-0.088034,0.412612
0.768745,0.294278
-0.062185,0.855434
-0.722289,0.491649
-0.510767,-0.464218
-0.103735,0.532829
-0.738858,0.013527
-0.649616,-0.093186
-0.181672,0.645631
-0.818137,-0.436436
-0.153917,-0.890630
-0.821450,-0.115669
-0.047795,0.702547
-0.291262,0.759042
-0.788254,-0.193339
0.550612,0.130947
-0.230179,-0.620790
0.380985,-0.789803
-0.215594,0.508076
-0.762664,-0.098707
0.264726,-0.755072
-0.488344,0.395764
-0.395619,0.836726
0.851698,0.493137
0.152211,0.211276
0.654568,-0.671217
0.863004,0.502982
-0.381203,-0.879622
0.197472,0.914191
0.813711,0.048377
-0.702688,-0.081991
-0.014843,0.541563
0.044635,0.177850
0.522391,-0.172795
-0.161043,-0.650609
0.264697,0.765735
-0.283883,0.772730
-0.718622,0.123352
-0.828679,0.388964
-0.677186,0.532800
0.084985,0.335329
-0.126615,-0.020207
0.379566,-0.631506
0.274252,-0.653086
-0.905921,0.186488
0.311788,0.224936
-0.165066,-0.267059
-0.738264,-0.010059
-0.602806,0.632971
0.337723,0.112349
0.256019,0.919419
0.675773,-0.285283
-0.754948,-0.406565
0.870137,0.392832
0.323252,0.903119
0.725269,-0.409459
0.215071,0.693050
0.088966,-0.740824
0.680453,0.374846
0.041605,-0.752624
0.653154,-0.441403
-0.654842,0.063254
0.326557,0.438942
-0.708521,-0.110427
0.047398,0.616520
-0.152360,-0.708701
0.253734,0.514689
0.384802,-0.628195
-0.065409,0.679334
-0.439338,0.038873
-0.655704,-0.414183
-0.747806,-0.371066
-0.507170,-0.009381
0.330004,0.377757
0.957085,-0.264479
0.898931,0.327030
0.396966,-0.191706
0.004498,-0.408159
0.064400,0.365401
-0.707953,-0.565826
0.167701,0.553571
-0.135873,0.379081
-0.783030,-0.382838
-0.353997,0.370649
-0.229377,0.855122
0.036877,-0.209728
0.301907,0.144168
0.574530,0.132075
-0.213782,0.966255
-0.154112,-0.153318
-0.820723,0.115193
0.050608,0.565546
-0.626881,0.003810
0.037380,0.250875
0.447978,-0.830218
0.523221,-0.227034
0.234423,-0.060622
0.325060,-0.714900
0.944498,0.174218
0.088210,0.553410
-0.840870,-0.500484
0.371881,0.206666
-0.563195,0.382915
-0.344634,-0.267237
0.555085,-0.685460
-0.375114,-0.549139
0.615845,0.506370
0.567122,-0.373407
0.145054,-0.077672
0.568190,-0.439000
-0.278056,0.719930
-0.143103,0.865150
0.110314,0.039164
0.235808,-0.770443
0.906646,-0.003774
-0.435888,0.034398
0.132715,0.547930
-0.303973,-0.873510
-0.358447,-0.415725
-0.341771,-0.147009
-0.107184,0.559390
-0.327639,-0.630366
-0.569332,-0.765955
0.593562,0.003253
0.674679,-0.668157
0.289826,-0.900338
0.011570,0.460443
0.665956,0.720859
-0.518571,0.379248
0.022755,0.440363
-0.823569,0.277544
0.249301,-0.002912
-0.498998,-0.656601
0.511917,-0.217720
0.618989,-0.658406
0.178005,-0.269273
-0.605808,0.189673
-0.168196,-0.870794
0.560733,0.244126
0.485421,0.468897
0.747930,0.452786
-0.019637,-0.042179
-0.441032,-0.432143
0.517476,-0.781359
-0.297865,-0.212019
0.602978,0.248198
-0.542547,-0.591458
-0.631054,-0.119707
0.083245,-0.897882
-0.703643,-0.131776
-0.766197,0.527967
-0.457705,-0.644463
0.513212,-0.438062
-0.504697,-0.443393
-0.109487,-0.155170
0.063433,0.123227
0.799312,0.028427
-0.234053,0.275980
0.393356,-0.859795
-0.930338,-0.198278
-0.456409,-0.857745
-0.116742,-0.077559
0.469246,0.615891
-0.722873,0.671574
-0.094597,0.106777
0.608894,-0.323009
-0.811431,0.282675
0.916746,-0.256900
0.280807,-0.474681
0.042538,0.934379
0.101877,0.243088
0.083294,-0.077193
0.611897,0.153520
0.203937,-0.433983
0.040492,0.548083
-0.374847,-0.058353
-0.738243,0.351457
-0.635913,0.217201
0.500458,-0.802738
0.010022,0.442680
0.126111,-0.455297
-0.174933,-0.107322
0.234583,0.635469
0.319886,0.326280
-0.208294,-0.794818
-0.505904,-0.731737
-0.306918,-0.365528
0.574547,0.417080
-0.133689,-0.910332
0.049093,-0.901601
-0.411863,-0.176539
0.903803,0.222909
0.439724,0.437854
0.010219,-0.254248
0.860370,0.237304
0.361344,-0.891376
0.645418,-0.466526
-0.679719,-0.044026
0.057429,-0.793203
0.414384,0.549003
0.728118,-0.517402
0.032811,-0.546736
0.298599,0.554359
-0.880320,0.457010
-0.352923,0.420370
0.094400,0.578019
0.773276,0.442159
-0.632551,0.712161
-0.714319,0.439739
0.698316,0.592947
-0.345101,-0.113391
0.239413,-0.177909
-0.117869,0.979121
0.093010,-0.775005
0.482613,-0.722685
-0.174696,-0.119881
-0.840812,0.479863
0.869630,-0.127392
0.507249,-0.659072
-0.058241,-0.848816
-0.058806,-0.344206
0.906046,-0.082385
-0.640522,0.754725
0.668550,0.314566
0.904392,0.118039
-0.125518,0.426076
-0.946048,-0.223412
-0.883813,-0.240540
-0.754423,0.420688
-0.614053,-0.388545
-0.273900,0.554544
0.225120,-0.400957
-0.879402,-0.116652
-0.575256,-0.326169
0.079907,-0.995450
-0.526135,-0.758414
-0.670393,0.703265
-0.230937,0.649041
0.434774,-0.761147
-0.082207,0.351719
-0.665809,-0.259826
0.345829,0.348510
-0.817840,0.564426
0.306562,0.379858
0.272778,0.587662
0.843593,0.265021
0.213530,0.802763
0.036615,-0.617492
-0.192496,0.719658
0.533568,-0.324029
0.039178,0.472086
0.355382,0.897225
-0.338362,-0.850457
0.374061,0.843106
0.079923,-0.740670
-0.444980,-0.782756
0.226002,0.407911
-0.233585,0.139477
0.196766,-0.945951
-0.602743,-0.301720
0.794677,0.130241
0.952583,0.061605
-0.602253,-0.071384
0.240986,0.244101
0.611809,0.681380
-0.054013,0.204912
-0.049323,-0.969275
-0.803606,-0.207821
-0.855499,-0.364403
-0.231345,-0.220147
-0.018804,-0.041227
-0.898766,0.432908
-0.122129,-0.613844
-0.365102,-0.273842
-0.456719,-0.079952
0.241817,0.226364
0.499519,-0.585410
0.593043,-0.722444
-0.120700,-0.597925
0.671243,-0.421002
0.225141,-0.052621
-0.395528,0.365028
-0.975184,0.078034
-0.484627,0.866329
0.384683,-0.633983
0.641019,-0.386270
-0.047049,-0.745334
-0.699073,0.688436
0.548665,-0.584498
0.348498,-0.794075
-0.017915,0.909158
0.213336,-0.455527
-0.038421,0.263561
-0.332719,-0.002155
-0.226862,-0.876051
